id,name,salary,bonus,hiring_year,dismissing_year,occupation
1640,Victoria-Elliott,24707.59,1087.91,1986,2015,Network-Administrator
1641,Angie-Mathis,29311.0,2020.71,1991,2002,Orthoptist
1642,Gwendolyn-Nelson,33585.03,2916.87,1991,2020,Dietitian
1643,Grant-Brown,12911.67,4490.56,1991,2018,Oceanographer
1644,Cindy-Mcdonald,13739.21,4359.93,2009,2018,Recruitment-Specialist
1645,Scott-Murphy,7987.78,5803.55,1996,2009,Herpetologist
1646,Cindy-Dixon,15837.18,6376.35,1994,2005,Oncologist
1647,Renee-Shaw,28075.93,6728.11,2010,2017,Chiropodist
1648,Jesse-Wolfe,15671.42,6329.4,2020,2021,Podiatrist
1649,Manuel-Gibson,4378.11,2396.84,2023,2023,Make
1650,Jacob-Miller,21824.38,3738.22,2013,2019,Optometrist
1651,Bonnie-Hayes,7531.89,1832.13,1999,2011,Bookseller
1652,Morgan-Robinson,7199.47,5110.28,2007,2016,Cybersecurity-Expert
1653,Jessica-Fernandez,13023.1,1818.0,2004,2006,Neurosurgeon
1654,Gene-Coffey,17288.96,3233.92,2009,2010,Recruitment-Specialist
1655,Walter-Howell,2741.86,243.87,2023,2023,Chiropodist
1656,Kimberly-Hicks,22609.51,976.9,1996,2002,Psychotherapist
1657,Jenna-Benson,37327.85,4545.79,1986,1990,Cartographer
1658,Marie-Davis,34867.88,5574.08,1984,1992,Metallurgist
1659,Sarah-Rice,11663.5,4021.34,1985,2008,Osteopath
1660,Latoya-Oneill,31563.68,1856.61,1990,2006,Ophthalmologist
1661,Barbara-Christensen,18511.45,1642.73,2012,2022,Curator
1662,Kristina-Herrera,15620.15,5603.87,2016,2016,Ophthalmologist
1663,Yvette-Gonzalez,27054.6,5599.93,2011,2012,Ophthalmologist
1664,Albert-Bates,12497.5,3328.74,1998,2010,Illustrator
1665,Mike-Bates,13562.79,2319.33,1992,2022,Cybersecurity-Expert
1666,Jesse-Woods,25012.35,1385.9,1982,1998,Copy
1667,Larry-Taylor,37131.92,5929.86,1982,1992,Neurosurgeon
1668,Robert-White,28969.09,2986.54,1987,1987,Operation-Manager
1669,Parker-Rice,26080.23,5612.29,1987,2022,Meteorologist
1670,Stacie-Marsh,31284.61,2787.92,1994,2005,Optometrist
1671,Deborah-Malone,6762.12,982.04,2020,2022,Curator
1672,Alyssa-Peterson,21603.45,2208.61,1992,2008,Barrister
1673,Brandon-Gonzalez,37351.29,1352.37,1995,2003,Microbiologist
1674,Arthur-Watts,21486.19,4517.8,1993,2023,Oncologist
1675,Kaitlyn-Taylor,32786.01,5353.0,1985,2022,Ophthalmologist
1676,Keith-Costa,3888.43,2681.24,2022,2022,Gaffer
1677,Mark-Weaver,37240.69,4370.4,1980,1990,Acupuncturist
1678,Ann-Rodriguez,22670.97,6316.5,1982,1992,Copy
1679,Sarah-Watson,28201.71,189.85,2006,2018,Phytotherapist
1680,Alexander-Howell,10245.79,4423.04,2016,2017,Ophthalmologist
1681,Curtis-Weaver,8877.61,3474.03,2022,2022,Orthoptist
1682,Cheryl-Malone,32391.95,2866.55,2006,2008,Programmer
1683,Nicole-Hill,35444.91,4131.24,1980,1983,Geoscientist
1684,Eric-Christensen,8440.63,4379.0,2010,2021,Chiropractor
1685,David-Gordon,7314.54,6996.05,2023,2023,Printmaker
1686,Carrie-Hale,18993.42,602.73,1987,1999,Operation-Manager
1687,Brandy-Watts,35857.79,6994.68,1998,2004,Microbiologist
1688,Shelley-Watson,31000.03,509.94,1980,1983,Barista
1689,Jamie-Phillips,3107.55,514.11,2016,2020,Chiropractor
1690,Brandy-Johnson,18482.14,4992.12,2018,2019,Mechanical-Engineer
1691,Bethany-Thomas,12702.49,4886.18,1994,2016,Herpetologist
1692,Joyce-Hicks,19830.73,5916.8,1994,2013,Writer
1693,John-Arias,36659.82,2142.03,1984,1989,Interpreter
1694,Zachary-Watts,16419.8,4702.23,2013,2013,Printmaker
1695,Walter-Banks,35952.76,4158.82,1980,1996,Photographer
1696,Deanna-Mcdonald,12593.93,5726.58,1996,2020,Cybersecurity-Expert
1697,Sonya-Hale,11159.77,5307.61,2014,2015,Mudlogger
1698,Beverly-Rice,16861.3,5997.86,1996,1999,Paramedic
1699,Natalie-Ho,15205.91,6747.08,1982,2019,Oceanographer
